pmid,abstract_text
18243949,"Continuous tone hard copies of electronically stored radiographs are recorded on transparent film with a silverless conductive coating by electrophoretic deposition of toner particles. A stationary experimental print head with a row of 320 electrodes (eight electrodes per mm) was employed. The performance of the recording process with regard to the most important parameters, i.e., toner concentration, width of the gap between recording medium and electrodes, recording voltage, and speed will be described. The process exhibits continuous tone characteristics, because the optical density can be varied continuously by the recording voltage. The image resolution which can be achieved is characterized by a modulation transfer function."
18964660,"The formation (protonation) constants log K(i), of the acid H(j)L are determined by regression analysis of potentiometric titration data when common parameters (log K(i), i = 1,..., j) and group parameters (E(0)', L(0), H(T)) are refined. The influence of three kinds of error on the protonation constants has been investigated: error from the strategy of minimization, random error, and error from uncertain estimates of group parameters. An analysis of variance of the log K(i), matrix was made for 7 identical titrations and 8 computational strategies, or of 7 identical titrations and 8 different options of group parameters to be refined. The influence of the standard potential E(0) of the glass-electrode cell on the systematic error in log K is greater than that of the acid concentration (L(0)) or the concentration of titrant used (H(T)). The ill-conditioned group parameters should be refined together with the common parameters (K(i)), otherwise the estimates of log K(i), are not accurate enough. Two ways of calibrating the glass electrode cell were compared. Internal calibration (performed during titration) was more accurate than external calibration done separately. Of the programs tested ESAB and ACBA are the most powerful because they permit refinement of group parameters and internal calibration. Citric acid was chosen as model substance."
18941263,"This article focuses on the measurement of the social determinants of health, and specifically on issues relating to two key variables relevant to the analysis of public health information: poverty and inequality. Although the paper has been written from the perspective of economics, the discipline of the two authors, it is also of relevance to researchers in other disciplines. It is argued that there is a need to ensure that, when considering measurement in this largely neglected area of research, sufficient thought is given to the relationships that are being examined or assessed. We argue further that any attempt at measurement in this area must take into account the historical backdrop and the complex nature of the relationships between these key variables."
19771122,"Tunable blue-green subpicosecond laser pulses have been amplified in an electron-beam-pumped XeF(C --> A) excimer amplifier. Small-signal gains of 3.5% cm(-1) were measured using a 50-cm active gain length. At output energy densities as high as 170 mJ/cm(2), only a small degree of saturation occurred, resulting in a gain of 2.5% cm(-1)."
20405411,"Too often, the issue of animal welfare during transport is the subject of emotional debates. For farmers within the International Federation of Agricultural Producers, it is important that the economic, scientific and practical aspects be taken into account when setting international rules for animal welfare. Farmers also stress the need to combine scientific data with their practical experience. Raising awareness, adopting a risk-based approach, education, labelling, slaughterhouse capacity and animal health, as well as standards and rules, are issues of importance for developing a long distance transportation infrastructure respectful of animal welfare around the world."
18719013,"OBJECTIVE: To assess the effect of combined hormone replacement therapy (HRT) on health related quality of life. DESIGN: Randomised placebo controlled double blind trial. SETTING: General practices in United Kingdom (384), Australia (94), and New Zealand (24). PARTICIPANTS: Postmenopausal women aged 50-69 at randomisation; 3721 women with a uterus were randomised to combined oestrogen and progestogen (n=1862) or placebo (n=1859). Data on health related quality of life at one year were available from 1043 and 1087 women, respectively. INTERVENTIONS: Conjugated equine oestrogen 0.625 mg plus medroxyprogesterone acetate 2.5/5.0 mg or matched placebo orally daily for one year. MAIN OUTCOME MEASURES: Health related quality of life and psychological wellbeing as measured by the women's health questionnaire. Changes in emotional and physical menopausal symptoms as measured by a symptoms questionnaire and depression by the Centre for Epidemiological Studies depression scale (CES-D). Overall health related quality of life and overall quality of life as measured by the European quality of life instrument (EuroQol) and visual analogue scale, respectively. RESULTS: After one year small but significant improvements were observed in three of nine components of the women's health questionnaire for those taking combined HRT compared with those taking placebo: vasomotor symptoms (P<0.001), sexual functioning (P<0.001), and sleep problems (P<0.001). Significantly fewer women in the combined HRT group reported hot flushes (P<0.001), night sweats (P<0.001), aching joints and muscles (P=0.001), insomnia (P<0.001), and vaginal dryness (P<0.001) than in the placebo group, but greater proportions reported breast tenderness (P<0.001) or vaginal discharge (P<0.001). Hot flushes were experienced in the combined HRT and placebo groups by 30% and 29% at trial entry and 9% and 25% at one year, respectively. No significant differences in other menopausal symptoms, depression, or overall quality of life were observed at one year. CONCLUSIONS: Combined HRT started many years after the menopause can improve health related quality of life. TRIAL REGISTRATION: ISRCTN 63718836."
23674598,"The neural crest (NC) is a highly migratory multipotent cell population that forms at the interface between the neuroepithelium and the prospective epidermis of a developing embryo. Following extensive migration throughout the embryo, NC cells eventually settle to differentiate into multiple cell types, ranging from neurons and glial cells of the peripheral nervous system to pigment cells, fibroblasts to smooth muscle cells, and odontoblasts to adipocytes. NC cells migrate in large numbers and their migration is regulated by multiple mechanisms, including chemotaxis, contact-inhibition of locomotion and cell sorting. Here, we provide an overview of NC formation, differentiation and migration, highlighting the molecular mechanisms governing NC migration."
23326248,"Although endovascular transcatheter embolization of arteriovenous fistulas is minimally invasive, the torrential flow prevailing within a fistula implies the risk of migration of the deployed embolization devices into the downstream venous and pulmonary circulation. We present the endovascular treatment of a giant postnephrectomy arteriovenous fistula between the right renal pedicle and the residual renal vein in a 63-year-old man. The purpose of this case report is to demonstrate that the Amplatzer vascular plug (AVP) can be safely positioned to embolize even relatively large arteriovenous fistulas (AVFs). Secondly, we illustrate that this occluder can even be introduced to the fistula via a transvenous catheter in cases where it is initially not possible to advance the deployment-catheter through a tortuous feeder artery. Migration of the vascular plug was ruled out at follow-up 4 months subsequently to the intervention. Thus, the Amplatzer vascular plug and the arteriovenous through-and-through guide wire access with subsequent transvenous deployment should be considered in similar cases."
23807877,"Neural activity leads to hemodynamic changes which can be detected by functional magnetic resonance imaging (fMRI). The determination of blood flow changes in individual vessels is an important aspect of understanding these hemodynamic signals. Blood flow can be calculated from the measurements of vessel diameter and blood velocity. When using line-scan imaging, the movement of blood in the vessel leads to streaks in space-time images, where streak angle is a function of the blood velocity. A variety of methods have been proposed to determine blood velocity from such space-time image sequences. Of these, the Radon transform is relatively easy to implement and has fast data processing. However, the precision of the velocity measurements is dependent on the number of Radon transforms performed, which creates a trade-off between the processing speed and measurement precision. In addition, factors like image contrast, imaging depth, image acquisition speed, and movement artifacts especially in large mammals, can potentially lead to data acquisition that results in erroneous velocity measurements. Here we show that pre-processing the data with a Sobel filter and iterative application of Radon transforms address these issues and provide more accurate blood velocity measurements. Improved signal quality of the image as a result of Sobel filtering increases the accuracy and the iterative Radon transform offers both increased precision and an order of magnitude faster implementation of velocity measurements. This algorithm does not use a priori knowledge of angle information and therefore is sensitive to sudden changes in blood flow. It can be applied on any set of space-time images with red blood cell (RBC) streaks, commonly acquired through line-scan imaging or reconstructed from full-frame, time-lapse images of the vasculature. "
23685357,"Actin-based remodelling underlies spine structural changes occurring during synaptic plasticity, the process that constantly reshapes the circuitry of the adult brain in response to external stimuli, leading to learning and memory formation. A positive correlation exists between spine shape and synaptic strength and, consistently, abnormalities in spine number and morphology have been described in a number of neurological disorders. In the present study, we demonstrate that the actin-regulating protein, Eps8, is recruited to the spine head during chemically induced long-term potentiation in culture and that inhibition of its actin-capping activity impairs spine enlargement and plasticity. Accordingly, mice lacking Eps8 display immature spines, which are unable to undergo potentiation, and are impaired in cognitive functions. Additionally, we found that reduction in the levels of Eps8 occurs in brains of patients affected by autism compared to controls. Our data reveal the key role of Eps8 actin-capping activity in spine morphogenesis and plasticity and indicate that reductions in actin-capping proteins may characterize forms of intellectual disabilities associated with spine defects."
23852273,"Immediately following the Boston Marathon attacks, individuals near the scene posted a deluge of data to social media sites. Previous work has shown that these data can be leveraged to provide rapid insight during natural disasters, disease outbreaks and ongoing conflicts that can assist in the public health and medical response. Here, we examine and discuss the social media messages posted immediately after and around the Boston Marathon bombings, and find that specific keywords appear frequently prior to official public safety and news media reports. Individuals immediately adjacent to the explosions posted messages within minutes via Twitter which identify the location and specifics of events, demonstrating a role for social media in the early recognition and characterization of emergency events. *Christopher Cassa and Rumi Chunara contributed equally to this work. "
25143782,"CONTRIBUTING REVIEWERS: The World Journal of Emergency Surgery-which received its first Impact Factor in 2013-is extremely grateful for the time, hard work and support of its highly-qualified peer reviewers. The editors of World Journal of Emergency Surgery and BioMed Central would like to show our appreciation by thanking the following people for their assistance reviewing manuscripts for the journal in 2013."
24090994,"Xanthium spinosum L. (Asteraceae) is a medicinal weed distributed worldwide. Many of its diverse ethnopharmacological uses - namely diarrhoea, inflammation, liver disorders, snake bite and fever - are linked - at least in part - to an uncontrolled release of arachidonic acid metabolites. The crude extract of X. spinosum roots from Jordanian origin dose-dependently inhibited the 5-LOX (IC50 is approximately equal to 10 μg/mL), COX-1(IC50 is approximately equal to 50 μg/mL), and 12-LOX (IC50 is approximately equal to 170 μg/mL) enzymatic pathways in intact pro-inflammatory cells. A direct activity at the level of PLA2 is not probable, but the extract induced the synthesis of the anti-inflammatory eicosanoid 15(S)-HETE, which may in turn inhibit this enzyme. 5-LOX bioguided fractionation of the crude extract led to the isolation of ziniolide, a known 12,8-guaianolide sesquiterpene lactone, from the hydro-alcoholic fraction of the n-hexane extract (IC50=69 μM). Both the plant extract and ziniolide are in vitro inhibitors of the phorbol-induced NFκB activation, a key regulator of the arachidonic pathway."
25031417,"Rapid effects of social interactions on transient changes in hormonal levels are known in a wide variety of vertebrate taxa, ranging from fish to humans. Although these responses are mediated by the brain, neurochemical pathways that translate social signals into reproductive physiological changes are unclear. In this study, we analyzed how a female presence modifies synthesis and/or release of various neurochemicals, such as monoamines and neuropeptides, in the brain and downstream reproductive hormones in sexually active male Japanese quail. By viewing a female bird, sexually active males rapidly increased norepinephrine (NE) release in the paraventricular nucleus (PVN) of the hypothalamus, in which gonadotropin-inhibitory hormone (GnIH) neuronal cell bodies exist, increased GnIH precursor mRNA expression in the PVN, and decreased luteinizing hormone (LH) concentration in the plasma. GnIH is a hypothalamic neuropeptide that inhibits gonadotropin secretion from the pituitary. It was further shown that GnIH can rapidly suppress LH release after intravenous administration in this study. Centrally administered NE decreased plasma LH concentration in vivo. It was also shown that NE stimulated the release of GnIH from diencephalic tissue blocks in vitro. Fluorescence double-label immunohistochemistry indicated that GnIH neurons received noradrenergic innervations, and immunohistochemistry combined with in situ hybridization have further shown that GnIH neurons expressed α2A-adrenergic receptor mRNA. These results indicate that a female presence increases NE release in the PVN and stimulates GnIH release, resulting in the suppression of LH release in sexually active male quail. "
27687974,"SAR11 is a group of small, carbon-oxidizing bacteria that reach a global estimated population size of 2.4×1028 cells-approximately 25% of all plankton. They are found throughout the oceans but reach their largest numbers in stratified, oligotrophic gyres, which are an expanding habitat in the warming oceans. SAR11 likely had a Precambrian origin and, over geological time, evolved into the niche of harvesting labile, low-molecular-weight dissolved organic matter (DOM). SAR11 cells are minimal in size and complexity, a phenomenon known as streamlining that is thought to benefit them by lowering the material costs of replication and maximizing transport functions that are essential to competition at ultralow nutrient concentrations. One of the surprises in SAR11 metabolism is their ability to both oxidize and produce a variety of volatile organic compounds that can diffuse into the atmosphere. SAR11 cells divide slowly and lack many forms of regulation commonly used by bacterial cells to adjust to changing environmental conditions. As a result of genome reduction, they require an unusual range of nutrients, which leads to complex biochemical interactions with other plankton. The study of SAR11 is providing insight into the biogeochemistry of labile DOM and is affecting microbiology beyond marine science by providing a model for understanding the evolution and function of streamlined cells."
27687975,"Cilia are cell surface organelles with key roles in a range of cellular processes, including generation of fluid flow by motile cilia. The axonemes of motile cilia and immotile kinocilia contain 9 peripheral microtubule doublets, a central microtubule pair, and 9 connecting radial spokes. Aberrant radial spoke components RSPH1, 3, 4a and 9 have been linked with primary ciliary dyskinesia (PCD), a disorder characterized by ciliary dysmotility; yet, radial spoke functions remain unclear. Here we show that zebrafish Rsph9 is expressed in cells bearing motile cilia and kinocilia, and localizes to both 9 + 2 and 9 + 0 ciliary axonemes. Using CRISPR mutagenesis, we show that rsph9 is required for motility of presumptive 9 + 2 olfactory cilia and, unexpectedly, 9 + 0 neural cilia. rsph9 is also required for the structural integrity of 9 + 2 and 9 + 0 ciliary axonemes. rsph9 mutant larvae exhibit reduced initiation of the acoustic startle response consistent with hearing impairment, suggesting a novel role for Rsph9 in the kinocilia of the inner ear and/or lateral line neuromasts. These data identify novel roles for Rsph9 in 9 + 0 motile cilia and in sensory kinocilia, and establish a useful zebrafish PCD model."
27763809,"The effectiveness of passive immunisation post-exposure to measles appears subject to a dose-response effect. New Zealand and the United Kingdom have increased the recommended dose of polyclonal human immunoglobulin for post-exposure prophylaxis within the last decade in response to concerns about decreasing levels of measles antibodies in these products. This study used the plaque-reduction neutralization test (PRNT) to measure the titer of measles-specific antibodies in Australian immunoglobulin products for post-exposure prophylaxis and compared the utility of an enzyme-linked immunosorbent assay (ELISA) to the PRNT in available Australian and international samples: Australian intramuscular (n = 10), Australian intravenous (n = 28), New Zealand intramuscular (n = 2), Hizentra (subcutaneous)(USA) (n = 3), and Privigen (intravenous)(USA) (n = 2). Measles titres in Australian IM and IV immunoglobulins ranged from 51 to 76 IU/mL and 6 to 24 IU/mL respectively, as measured by PRNT calibrated to the WHO 3rd international standard. ELISA titres were variable but higher than PRNT titres in all tested samples. Measles antibody titres in Australian immunoglobulin products meet consensus-prescribed international thresholds. Development of a convenient, standardized, readily accessible assay for determination of measles titres in immunoglobulin products would be useful for future studies and facilitate international comparisons."
29049350,"Corynebacterium diphtheriae (Cd) is a Gram-positive human pathogen responsible for diphtheria infection and once regarded for high mortalities worldwide. The fatality gradually decreased with improved living standards and further alleviated when many immunization programs were introduced. However, numerous drug-resistant strains emerged recently that consequently decreased the efficacy of current therapeutics and vaccines, thereby obliging the scientific community to start investigating new therapeutic targets in pathogenic microorganisms. In this study, our contributions include the prediction of modelome of 13 C. diphtheriae strains, using the MHOLline workflow. A set of 463 conserved proteins were identified by combining the results of pangenomics based core-genome and core-modelome analyses. Further, using subtractive proteomics and modelomics approaches for target identification, a set of 23 proteins was selected as essential for the bacteria. Considering human as a host, eight of these proteins (glpX, nusB, rpsH, hisE, smpB, bioB, DIP1084, and DIP0983) were considered as essential and non-host homologs, and have been subjected to virtual screening using four different compound libraries (extracted from the ZINC database, plant-derived natural compounds and Di-terpenoid Iso-steviol derivatives). The proposed ligand molecules showed favorable interactions, lowered energy values and high complementarity with the predicted targets. Our proposed approach expedites the selection of C. diphtheriae putative proteins for broad-spectrum development of novel drugs and vaccines, owing to the fact that some of these targets have already been identified and validated in other organisms."
28647898,A serious respiratory tract infection due to Corynebacterium ulcerans was observed in a 70-year-old woman. Clinical presentation included pseudomembranes in the upper respiratory tract and lung involvement. C. ulcerans was recovered from the nose of the patient's dog. Both dog's and patient's isolates belonged to Sequence Type 331.
28726616,"In 2015, a cluster of respiratory diphtheria cases was reported from KwaZulu-Natal Province in South Africa. By using whole-genome analysis, we characterized 21 Corynebacterium diphtheriae isolates collected from 20 patients and contacts during the outbreak (1 patient was infected with 2 variants of C. diphtheriae). In addition, we included 1 cutaneous isolate, 2 endocarditis isolates, and 2 archived clinical isolates (ca. 1980) for comparison. Two novel lineages were identified, namely, toxigenic sequence type (ST) ST-378 (n = 17) and nontoxigenic ST-395 (n = 3). One archived isolate and the cutaneous isolate were ST-395, suggesting ongoing circulation of this lineage for >30 years. The absence of preexisting molecular sequence data limits drawing conclusions pertaining to the origin of these strains; however, these findings provide baseline genotypic data for future cases and outbreaks. Neither ST has been reported in any other country; this ST appears to be endemic only in South Africa."
